DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2023-04-26                09:51:04.523              115.07713569              2761.851257               116.07713569              1682502664.524            65536                     16448                     1.3995507189E+002         4.6674888611E+001         3.4812500000E+001         4.5304893494E+001         4.4999507967E+001         1.0000000000E+000         0.0000000000E+000         3.1710655732E+004         0.0000000000E+000         2.1496794196E+000         2.1748653320E+000         4.5559130197E+002         4.6200069091E+002         8.9152937739E-001         1.1229879745E+000         
2023-04-26                09:51:05.029              115.07714155              2761.851397               116.07714155              1682502665.030            65536                     16448                     1.3999919128E+002         4.6672630310E+001         3.4812500000E+001         4.5304893494E+001         4.4999595642E+001         3.0000000000E+000         0.0000000000E+000         3.1723244141E+004         0.0000000000E+000         2.1496794196E+000         2.1743214656E+000         4.5559130197E+002         4.6197466531E+002         8.9211038685E-001         1.1237001751E+000         
2023-04-26                09:51:06.454              115.07715804              2761.851793               116.07715804              1682502666.455            65536                     16448                     1.3999249260E+002         4.6672630310E+001         3.4812500000E+001         4.5304893494E+001         4.4999595642E+001         2.0000000000E+000         0.0000000000E+000         3.1719081193E+004         0.0000000000E+000         2.1495021691E+000         2.1743214656E+000         4.5559130197E+002         4.6197466531E+002         8.9211038685E-001         1.1237001751E+000         
2023-04-26                09:51:07.368              115.07716861              2761.852047               116.07716861              1682502667.368            65536                     16448                     1.4000948439E+002         4.6672630310E+001         3.4754143646E+001         4.5304893494E+001         4.4999595642E+001         1.0000000000E+000         0.0000000000E+000         3.1723413426E+004         0.0000000000E+000         2.1495021691E+000         2.1743214656E+000         4.5559223627E+002         4.6197466531E+002         8.9211038685E-001         1.1237001751E+000         
2023-04-26                09:51:07.874              115.07717447              2761.852187               116.07717447              1682502667.874            65536                     16448                     1.4001136780E+002         4.6672630310E+001         3.4750000000E+001         4.5304893494E+001         4.4999595642E+001         3.0000000000E+000         0.0000000000E+000         3.1724634766E+004         0.0000000000E+000         2.1495021691E+000         2.1741477616E+000         4.5559223627E+002         4.6197705835E+002         8.9192896318E-001         1.1234777888E+000         
2023-04-26                09:51:09.295              115.07719091              2761.852582               116.07719091              1682502669.295            65536                     16448                     1.3999807796E+002         4.6672630310E+001         3.4812500000E+001         4.5304893494E+001         4.4999595642E+001         2.0000000000E+000         0.0000000000E+000         3.1719959191E+004         0.0000000000E+000         2.1490520901E+000         2.1741477616E+000         4.5559223627E+002         4.6197705835E+002         8.9192896318E-001         1.1234777888E+000         
2023-04-26                09:51:10.200              115.07720139              2761.852833               116.07720139              1682502670.200            65536                     16448                     1.4000221278E+002         4.6670865917E+001         3.4812500000E+001         4.5304982830E+001         4.4999550974E+001         1.0000000000E+000         0.0000000000E+000         3.1719755106E+004         0.0000000000E+000         2.1490520901E+000         2.1741477616E+000         4.5558706770E+002         4.6197705835E+002         8.9192896318E-001         1.1234777888E+000         
2023-04-26                09:51:10.704              115.07720723              2761.852974               116.07720723              1682502670.705            65536                     16448                     1.4002742063E+002         4.6670219421E+001         3.4812500000E+001         4.5305015564E+001         4.4999534607E+001         3.0000000000E+000         0.0000000000E+000         3.1726491511E+004         0.0000000000E+000         2.1490520901E+000         2.1736801854E+000         4.5558706770E+002         4.6196861958E+002         8.9122649083E-001         1.1226166869E+000         
2023-04-26                09:51:12.121              115.07722363              2761.853367               116.07722363              1682502672.122            65536                     16448                     1.4000350960E+002         4.6670219421E+001         3.4750000000E+001         4.5305015564E+001         4.4999534607E+001         2.0000000000E+000         0.0000000000E+000         3.1717524967E+004         0.0000000000E+000         2.1496544421E+000         2.1736801854E+000         4.5558706770E+002         4.6196861958E+002         8.9122649083E-001         1.1226166869E+000         
2023-04-26                09:51:13.023              115.07723407              2761.853618               116.07723407              1682502673.024            65536                     16448                     1.3998666322E+002         4.6670219421E+001         3.4768854749E+001         4.5305015564E+001         4.4999534607E+001         1.0000000000E+000         0.0000000000E+000         3.1713848333E+004         0.0000000000E+000         2.1496544421E+000         2.1736801854E+000         4.5557929989E+002         4.6196861958E+002         8.9122649083E-001         1.1226166869E+000         
